<<<<<<< HEAD
,user_id,item_id,cat_id,merchant_id,brand_id,time_stamp,action_type,label,unique_categories,unique_merchants,unique_brands,click_to_purchase_ratio,age_range,gender,unique_users,add_to_cart_to_purchase_ratio,add_to_favorites_to_purchase_ratio,interaction_count,average_time_between_interactions,clicks,add_to_cart,purchases,add_to_favorites,days_since_last_interaction,days_since_first_interaction,day_of_week,0,1,2,3,age_range_to_gender_interaction_count,ltv,previous_purchase_count,time_since_last_purchase,average_order_value,average_days_between_purchases,promo_engagement,cat_affinity,pages_viewed
550,268923,368,1611,1816,2044.0,1111,0,0,1,1,1,0.0,3.0,1.0,295,18.0,0.972972972972973,2,2.0,2,0,0,0,0,2,6,1,0,0,0,2,0,4,2,0.0,0.6666666666666666,0,0,8
551,131399,368,1611,1816,2044.0,1105,0,0,1,1,1,0.0,0.0,1.0,295,18.0,0.972972972972973,1,0.0,1,0,0,0,6,6,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
552,129226,424,662,3432,5093.0,1003,0,0,1,1,1,0.0,0.0,0.0,254,0.0,1.08,1,0.0,1,0,0,0,39,39,2,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
553,312696,477,420,1784,7936.0,1111,0,0,1,1,1,0.0,3.0,1.0,57,0.0,1.4,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
554,66271,388,384,3448,1292.0,1111,0,0,1,1,1,0.0,0.0,0.0,6,0.0,0.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
555,249695,376,184,4834,4471.0,1111,0,1,1,1,1,0.0,0.0,0.0,46,0.0,0.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
556,122387,477,420,1784,7936.0,1111,0,0,1,1,1,0.0,0.0,0.0,57,0.0,1.4,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
557,299970,424,662,3432,5093.0,1111,2,0,1,1,1,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,3,1,0,0,1,5,10,10,3,1.0,-0.3333333333333333,2,10,30
558,299970,424,662,3432,5093.0,1111,2,0,1,1,1,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,6,2,0,1,0,5,10,10,3,1.0,-0.3333333333333333,2,10,30
559,299970,424,662,3432,5093.0,1111,0,0,1,1,1,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,3,1,0,0,1,5,10,10,3,1.0,-0.3333333333333333,2,10,30
560,299970,424,662,3432,5093.0,1111,0,0,1,1,1,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,6,2,0,1,0,5,10,10,3,1.0,-0.3333333333333333,2,10,30
563,299970,424,662,3432,5093.0,1108,0,0,1,1,1,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,3,1,0,0,1,5,10,10,3,1.0,-0.3333333333333333,2,10,30
564,299970,424,662,3432,5093.0,1108,0,0,1,1,1,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,6,2,0,1,0,5,10,10,3,1.0,-0.3333333333333333,2,10,30
565,299970,424,662,3432,5093.0,1108,3,0,1,1,1,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,3,1,0,0,1,5,10,10,3,1.0,-0.3333333333333333,2,10,30
566,299970,424,662,3432,5093.0,1108,3,0,1,1,1,0.3333333333333333,0.0,0.0,254,0.0,1.08,5,0.75,3,0,1,1,0,3,6,2,0,1,0,5,10,10,3,1.0,-0.3333333333333333,2,10,30
567,297772,368,1611,1816,2044.0,1110,0,0,1,1,1,0.0,3.0,1.0,295,18.0,0.972972972972973,2,0.0,2,0,0,0,1,1,5,2,0,0,0,2,0,2,0,0.0,0.0,0,0,4
569,22798,424,662,3432,5093.0,1111,0,0,1,1,1,0.5,8.0,0.0,254,0.0,1.08,3,0.0,2,0,1,0,0,0,6,2,0,1,0,3,3,3,0,1.0,0.0,1,3,6
571,22798,424,662,3432,5093.0,1111,2,0,1,1,1,0.5,8.0,0.0,254,0.0,1.08,3,0.0,2,0,1,0,0,0,6,2,0,1,0,3,3,3,0,1.0,0.0,1,3,6
572,37167,464,302,191,1766.0,1109,0,0,1,1,1,0.0,2.0,0.0,23,0.0,1.0,1,0.0,1,0,0,0,2,2,4,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
=======
,user_id,item_id,cat_id,merchant_id,brand_id,time_stamp,action_type,label,click_to_purchase_ratio,age_range,gender,unique_users,add_to_cart_to_purchase_ratio,add_to_favorites_to_purchase_ratio,interaction_count,average_time_between_interactions,clicks,add_to_cart,purchases,add_to_favorites,days_since_last_interaction,days_since_first_interaction,day_of_week,0,1,2,3,age_range_to_gender_interaction_count,ltv,previous_purchase_count,time_since_last_purchase,average_order_value,average_days_between_purchases,promo_engagement,cat_affinity,pages_viewed
0,190023,424,662,3432,5093.0,1111,0,0,0.25,4.0,0.0,254,0.0,1.08,6,0.0,4,0,1,1,0,0,6,4,0,1,1,6,6,6,0,1.0,0.0,1,6,24
3,190023,424,662,3432,5093.0,1111,3,0,0.25,4.0,0.0,254,0.0,1.08,6,0.0,4,0,1,1,0,0,6,4,0,1,1,6,6,6,0,1.0,0.0,1,6,24
4,190023,424,662,3432,5093.0,1111,2,0,0.25,4.0,0.0,254,0.0,1.08,6,0.0,4,0,1,1,0,0,6,4,0,1,1,6,6,6,0,1.0,0.0,1,6,24
6,59812,391,1438,4687,277.0,1111,0,0,0.3333333333333333,4.0,1.0,22,0.0,5.0,4,0.0,3,0,1,0,0,0,6,3,0,1,0,4,4,4,0,1.0,0.0,1,4,12
8,59812,391,1438,4687,277.0,1111,2,0,0.3333333333333333,4.0,1.0,22,0.0,5.0,4,0.0,3,0,1,0,0,0,6,3,0,1,0,4,4,4,0,1.0,0.0,1,4,12
10,137586,397,1188,4322,4131.0,1110,0,0,0.0,6.0,1.0,11,0.0,2.0,1,0.0,1,0,0,0,1,1,5,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
11,37421,467,151,1056,1439.0,1107,0,0,0.0,5.0,0.0,260,30.0,3.0,1,0.0,1,0,0,0,4,4,2,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
12,84442,467,151,1056,1439.0,1111,2,0,0.0,3.0,0.0,260,30.0,3.0,1,0.0,0,0,1,0,0,0,6,0,0,1,0,1,1,1,0,1.0,0.0,1,1,0
13,154826,477,420,1784,7936.0,1111,2,0,0.0,3.0,1.0,57,0.0,1.4,1,0.0,0,0,1,0,0,0,6,0,0,1,0,1,1,1,0,1.0,0.0,1,1,0
14,53494,345,469,3085,2153.0,1111,0,0,0.0,3.0,0.0,20,0.0,0.0,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
15,355079,467,151,1056,1439.0,1110,0,0,0.0,3.0,1.0,260,30.0,3.0,2,0.0,2,0,0,0,1,1,5,2,0,0,0,2,0,2,0,0.0,0.0,0,0,4
17,242420,424,662,3432,5093.0,1111,2,1,0.0,5.0,0.0,254,0.0,1.08,1,0.0,0,0,1,0,0,0,6,0,0,1,0,1,1,1,0,1.0,0.0,1,1,0
18,141033,424,662,3432,5093.0,1108,0,1,0.0,0.0,0.0,254,0.0,1.08,2,7.0,2,0,0,0,3,10,3,2,0,0,0,2,0,2,7,0.0,-7.0,0,0,4
19,141033,424,662,3432,5093.0,1101,0,1,0.0,0.0,0.0,254,0.0,1.08,2,7.0,2,0,0,0,3,10,3,2,0,0,0,2,0,2,7,0.0,-7.0,0,0,4
20,378812,408,1388,4659,7628.0,718,3,0,0.0,3.0,0.0,13,0.0,0.0,1,0.0,0,0,0,1,116,116,2,0,0,0,1,1,0,1,0,0.0,0.0,0,0,0
21,10474,424,662,3432,5093.0,1025,0,1,0.0,6.0,0.0,254,0.0,1.08,4,5.666666666666667,4,0,0,0,0,17,3,1,0,0,0,4,0,8,86,0.0,12.285714285714286,0,0,32
22,10474,424,662,3432,5093.0,1025,0,1,0.0,6.0,0.0,254,0.0,1.08,4,5.666666666666667,4,0,0,0,0,17,6,3,0,0,0,4,0,8,86,0.0,12.285714285714286,0,0,32
23,10474,424,662,3432,5093.0,1111,0,1,0.0,6.0,0.0,254,0.0,1.08,4,5.666666666666667,4,0,0,0,0,17,3,1,0,0,0,4,0,8,86,0.0,12.285714285714286,0,0,32
24,10474,424,662,3432,5093.0,1111,0,1,0.0,6.0,0.0,254,0.0,1.08,4,5.666666666666667,4,0,0,0,0,17,6,3,0,0,0,4,0,8,86,0.0,12.285714285714286,0,0,32
29,117575,477,420,1784,7936.0,1111,2,0,0.5,5.0,0.0,57,0.0,1.4,3,0.0,2,0,1,0,0,0,6,2,0,1,0,3,3,3,0,1.0,0.0,1,3,6
30,117575,477,420,1784,7936.0,1111,0,0,0.5,5.0,0.0,57,0.0,1.4,3,0.0,2,0,1,0,0,0,6,2,0,1,0,3,3,3,0,1.0,0.0,1,3,6
32,233657,368,1611,1816,2044.0,930,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,3,20.5,3,0,0,0,1,42,4,1,0,0,0,3,0,9,180,0.0,22.5,0,0,27
33,233657,368,1611,1816,2044.0,930,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,3,20.5,3,0,0,0,1,42,5,1,0,0,0,3,0,9,180,0.0,22.5,0,0,27
34,233657,368,1611,1816,2044.0,930,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,3,20.5,3,0,0,0,1,42,6,1,0,0,0,3,0,9,180,0.0,22.5,0,0,27
35,233657,368,1611,1816,2044.0,1026,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,3,20.5,3,0,0,0,1,42,4,1,0,0,0,3,0,9,180,0.0,22.5,0,0,27
36,233657,368,1611,1816,2044.0,1026,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,3,20.5,3,0,0,0,1,42,5,1,0,0,0,3,0,9,180,0.0,22.5,0,0,27
37,233657,368,1611,1816,2044.0,1026,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,3,20.5,3,0,0,0,1,42,6,1,0,0,0,3,0,9,180,0.0,22.5,0,0,27
38,233657,368,1611,1816,2044.0,1110,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,3,20.5,3,0,0,0,1,42,4,1,0,0,0,3,0,9,180,0.0,22.5,0,0,27
39,233657,368,1611,1816,2044.0,1110,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,3,20.5,3,0,0,0,1,42,5,1,0,0,0,3,0,9,180,0.0,22.5,0,0,27
40,233657,368,1611,1816,2044.0,1110,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,3,20.5,3,0,0,0,1,42,6,1,0,0,0,3,0,9,180,0.0,22.5,0,0,27
41,376159,424,662,3432,5093.0,1111,2,0,0.0,0.0,0.0,254,0.0,1.08,2,1.0,0,0,1,1,0,1,5,0,0,0,1,2,4,4,1,1.0,-0.3333333333333333,2,4,0
42,376159,424,662,3432,5093.0,1111,2,0,0.0,0.0,0.0,254,0.0,1.08,2,1.0,0,0,1,1,0,1,6,0,0,1,0,2,4,4,1,1.0,-0.3333333333333333,2,4,0
43,376159,424,662,3432,5093.0,1110,3,0,0.0,0.0,0.0,254,0.0,1.08,2,1.0,0,0,1,1,0,1,5,0,0,0,1,2,4,4,1,1.0,-0.3333333333333333,2,4,0
44,376159,424,662,3432,5093.0,1110,3,0,0.0,0.0,0.0,254,0.0,1.08,2,1.0,0,0,1,1,0,1,6,0,0,1,0,2,4,4,1,1.0,-0.3333333333333333,2,4,0
45,364511,424,662,3432,5093.0,1110,0,0,1.0,3.0,0.0,254,0.0,1.08,2,1.0,1,0,1,0,0,1,5,1,0,0,0,2,4,4,1,1.0,0.3333333333333333,2,4,4
46,364511,424,662,3432,5093.0,1110,0,0,1.0,3.0,0.0,254,0.0,1.08,2,1.0,1,0,1,0,0,1,6,0,0,1,0,2,4,4,1,1.0,0.3333333333333333,2,4,4
47,364511,424,662,3432,5093.0,1111,2,0,1.0,3.0,0.0,254,0.0,1.08,2,1.0,1,0,1,0,0,1,5,1,0,0,0,2,4,4,1,1.0,0.3333333333333333,2,4,4
48,364511,424,662,3432,5093.0,1111,2,0,1.0,3.0,0.0,254,0.0,1.08,2,1.0,1,0,1,0,0,1,6,0,0,1,0,2,4,4,1,1.0,0.3333333333333333,2,4,4
49,343921,462,786,4726,3188.0,1111,0,0,0.14285714285714285,0.0,1.0,16,0.0,1.3333333333333333,17,0.0,14,0,2,1,0,0,6,14,0,2,1,17,34,17,0,2.0,0.0,2,34,238
54,343921,462,786,4726,4337.0,1111,2,0,0.14285714285714285,0.0,1.0,16,0.0,1.3333333333333333,17,0.0,14,0,2,1,0,0,6,14,0,2,1,17,34,17,0,2.0,0.0,2,34,238
58,343921,462,786,4726,3188.0,1111,3,0,0.14285714285714285,0.0,1.0,16,0.0,1.3333333333333333,17,0.0,14,0,2,1,0,0,6,14,0,2,1,17,34,17,0,2.0,0.0,2,34,238
66,375668,424,662,3432,5093.0,1111,2,0,1.0,3.0,0.0,254,0.0,1.08,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
67,375668,424,662,3432,5093.0,1111,0,0,1.0,3.0,0.0,254,0.0,1.08,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
68,329625,368,1611,1816,2044.0,1111,0,0,0.0,3.0,1.0,295,18.0,0.972972972972973,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
69,168636,467,151,1056,1439.0,1104,3,1,0.0,3.0,0.0,260,30.0,3.0,3,0.0,2,0,0,1,7,7,6,2,0,0,1,3,0,3,0,0.0,0.0,0,0,6
70,168636,467,151,1056,1439.0,1104,0,1,0.0,3.0,0.0,260,30.0,3.0,3,0.0,2,0,0,1,7,7,6,2,0,0,1,3,0,3,0,0.0,0.0,0,0,6
72,86493,467,151,1056,1439.0,1110,0,0,0.0,5.0,0.0,260,30.0,3.0,1,0.0,1,0,0,0,1,1,5,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
73,410965,345,469,3085,2153.0,1110,0,0,0.0,4.0,2.0,20,0.0,0.0,1,0.0,1,0,0,0,1,1,5,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
74,74461,467,151,1056,1439.0,1105,0,0,0.0,4.0,0.0,260,30.0,3.0,1,0.0,1,0,0,0,6,6,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
75,119736,467,151,1056,1439.0,1107,0,0,0.0,4.0,0.0,260,30.0,3.0,1,0.0,1,0,0,0,4,4,2,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
76,242084,467,151,1056,1439.0,1107,0,1,0.0,0.0,1.0,260,30.0,3.0,1,0.0,1,0,0,0,4,4,2,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
77,91803,424,662,3432,5093.0,1111,0,0,0.0,7.0,0.0,254,0.0,1.08,1,0.0,1,0,0,0,0,0,6,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
78,365644,467,151,1056,1439.0,1111,2,0,1.0,4.0,0.0,260,30.0,3.0,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
79,365644,467,151,1056,1439.0,1111,0,0,1.0,4.0,0.0,260,30.0,3.0,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
80,70935,413,992,2055,2095.0,1111,0,0,0.25,3.0,1.0,14,0.0,3.0,5,0.0,4,0,1,0,0,0,6,4,0,1,0,5,5,5,0,1.0,0.0,1,5,20
82,70935,413,992,2055,2095.0,1111,2,0,0.25,3.0,1.0,14,0.0,3.0,5,0.0,4,0,1,0,0,0,6,4,0,1,0,5,5,5,0,1.0,0.0,1,5,20
85,1730,467,151,1056,1439.0,1111,2,0,1.0,4.0,0.0,260,30.0,3.0,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
86,1730,467,151,1056,1439.0,1111,0,0,1.0,4.0,0.0,260,30.0,3.0,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
87,80767,424,662,3432,5093.0,1109,3,0,0.5,6.0,0.0,254,0.0,1.08,4,0.6666666666666666,2,0,1,1,0,2,4,0,0,0,1,4,8,8,2,1.0,0.2857142857142857,2,8,16
88,80767,424,662,3432,5093.0,1109,3,0,0.5,6.0,0.0,254,0.0,1.08,4,0.6666666666666666,2,0,1,1,0,2,6,2,0,1,0,4,8,8,2,1.0,0.2857142857142857,2,8,16
89,80767,424,662,3432,5093.0,1111,0,0,0.5,6.0,0.0,254,0.0,1.08,4,0.6666666666666666,2,0,1,1,0,2,4,0,0,0,1,4,8,8,2,1.0,0.2857142857142857,2,8,16
90,80767,424,662,3432,5093.0,1111,0,0,0.5,6.0,0.0,254,0.0,1.08,4,0.6666666666666666,2,0,1,1,0,2,6,2,0,1,0,4,8,8,2,1.0,0.2857142857142857,2,8,16
93,80767,424,662,3432,5093.0,1111,2,0,0.5,6.0,0.0,254,0.0,1.08,4,0.6666666666666666,2,0,1,1,0,2,4,0,0,0,1,4,8,8,2,1.0,0.2857142857142857,2,8,16
94,80767,424,662,3432,5093.0,1111,2,0,0.5,6.0,0.0,254,0.0,1.08,4,0.6666666666666666,2,0,1,1,0,2,6,2,0,1,0,4,8,8,2,1.0,0.2857142857142857,2,8,16
95,77856,424,662,3432,5093.0,1001,0,0,0.0,3.0,0.0,254,0.0,1.08,1,0.0,1,0,0,0,41,41,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
96,279562,467,151,1056,1439.0,1111,2,0,1.0,4.0,0.0,260,30.0,3.0,3,2.5,1,0,1,1,0,5,1,0,0,0,1,3,9,9,5,1.0,-0.625,3,9,9
97,279562,467,151,1056,1439.0,1111,2,0,1.0,4.0,0.0,260,30.0,3.0,3,2.5,1,0,1,1,0,5,5,1,0,0,0,3,9,9,5,1.0,-0.625,3,9,9
98,279562,467,151,1056,1439.0,1111,2,0,1.0,4.0,0.0,260,30.0,3.0,3,2.5,1,0,1,1,0,5,6,0,0,1,0,3,9,9,5,1.0,-0.625,3,9,9
99,279562,467,151,1056,1439.0,1110,0,0,1.0,4.0,0.0,260,30.0,3.0,3,2.5,1,0,1,1,0,5,1,0,0,0,1,3,9,9,5,1.0,-0.625,3,9,9
100,279562,467,151,1056,1439.0,1110,0,0,1.0,4.0,0.0,260,30.0,3.0,3,2.5,1,0,1,1,0,5,5,1,0,0,0,3,9,9,5,1.0,-0.625,3,9,9
101,279562,467,151,1056,1439.0,1110,0,0,1.0,4.0,0.0,260,30.0,3.0,3,2.5,1,0,1,1,0,5,6,0,0,1,0,3,9,9,5,1.0,-0.625,3,9,9
102,279562,467,151,1056,1439.0,1106,3,0,1.0,4.0,0.0,260,30.0,3.0,3,2.5,1,0,1,1,0,5,1,0,0,0,1,3,9,9,5,1.0,-0.625,3,9,9
103,279562,467,151,1056,1439.0,1106,3,0,1.0,4.0,0.0,260,30.0,3.0,3,2.5,1,0,1,1,0,5,5,1,0,0,0,3,9,9,5,1.0,-0.625,3,9,9
104,279562,467,151,1056,1439.0,1106,3,0,1.0,4.0,0.0,260,30.0,3.0,3,2.5,1,0,1,1,0,5,6,0,0,1,0,3,9,9,5,1.0,-0.625,3,9,9
105,264836,467,151,1056,1439.0,1111,0,1,0.0,0.0,2.0,260,30.0,3.0,2,0.0,2,0,0,0,0,0,6,2,0,0,0,2,0,2,0,0.0,0.0,0,0,4
107,4165,467,151,1056,1439.0,1111,0,0,0.0,4.0,1.0,260,30.0,3.0,2,0.0,2,0,0,0,0,0,6,2,0,0,0,2,0,2,0,0.0,0.0,0,0,4
109,98734,376,184,4834,4471.0,611,0,0,0.0,6.0,0.0,46,0.0,0.0,1,0.0,1,0,0,0,153,153,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
110,354280,368,1611,1816,2044.0,1111,0,0,1.0,2.0,1.0,295,18.0,0.972972972972973,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
111,354280,368,1611,1816,2044.0,1111,2,0,1.0,2.0,1.0,295,18.0,0.972972972972973,2,0.0,1,0,1,0,0,0,6,1,0,1,0,2,2,2,0,1.0,0.0,1,2,2
112,7434,428,946,1963,6109.0,1015,0,0,0.0,2.0,0.0,57,0.0,0.0,1,0.0,1,0,0,0,27,27,0,1,0,0,0,1,0,1,0,0.0,0.0,0,0,1
113,1725,368,1611,1816,2044.0,1111,2,0,0.0,2.0,1.0,295,18.0,0.972972972972973,1,0.0,0,0,1,0,0,0,6,0,0,1,0,1,1,1,0,1.0,0.0,1,1,0
114,101818,368,1611,1816,2044.0,1104,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,0,2,0,0,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
115,101818,368,1611,1816,2044.0,1104,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,4,1,0,0,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
116,101818,368,1611,1816,2044.0,1104,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,6,2,0,1,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
117,101818,368,1611,1816,2044.0,1105,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,0,2,0,0,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
118,101818,368,1611,1816,2044.0,1105,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,4,1,0,0,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
119,101818,368,1611,1816,2044.0,1105,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,6,2,0,1,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
123,101818,368,1611,1816,2044.0,1109,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,0,2,0,0,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
124,101818,368,1611,1816,2044.0,1109,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,4,1,0,0,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
125,101818,368,1611,1816,2044.0,1109,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,6,2,0,1,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
126,101818,368,1611,1816,2044.0,1111,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,0,2,0,0,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
127,101818,368,1611,1816,2044.0,1111,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,4,1,0,0,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
128,101818,368,1611,1816,2044.0,1111,0,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,6,2,0,1,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
129,101818,368,1611,1816,2044.0,1111,2,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,0,2,0,0,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
130,101818,368,1611,1816,2044.0,1111,2,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,4,1,0,0,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
131,101818,368,1611,1816,2044.0,1111,2,0,0.2,0.0,1.0,295,18.0,0.972972972972973,6,1.4,5,0,1,0,0,7,6,2,0,1,0,6,18,18,7,1.0,0.4117647058823529,3,18,90
132,363032,424,662,3432,5093.0,1111,2,0,0.25,6.0,0.0,254,0.0,1.08,5,0.0,4,0,1,0,0,0,6,4,0,1,0,5,5,5,0,1.0,0.0,1,5,20
133,363032,424,662,3432,5093.0,1111,0,0,0.25,6.0,0.0,254,0.0,1.08,5,0.0,4,0,1,0,0,0,6,4,0,1,0,5,5,5,0,1.0,0.0,1,5,20
137,219053,368,1611,1816,2044.0,912,0,1,0.0,3.0,1.0,295,18.0,0.972972972972973,4,1.6666666666666667,4,0,0,0,55,60,0,1,0,0,0,4,0,8,5,0.0,0.7142857142857143,0,0,32
138,219053,368,1611,1816,2044.0,912,0,1,0.0,3.0,1.0,295,18.0,0.972972972972973,4,1.6666666666666667,4,0,0,0,55,60,2,3,0,0,0,4,0,8,5,0.0,0.7142857142857143,0,0,32
143,219053,368,1611,1816,2044.0,917,0,1,0.0,3.0,1.0,295,18.0,0.972972972972973,4,1.6666666666666667,4,0,0,0,55,60,0,1,0,0,0,4,0,8,5,0.0,0.7142857142857143,0,0,32
144,219053,368,1611,1816,2044.0,917,0,1,0.0,3.0,1.0,295,18.0,0.972972972972973,4,1.6666666666666667,4,0,0,0,55,60,2,3,0,0,0,4,0,8,5,0.0,0.7142857142857143,0,0,32
145,387486,408,1388,4659,7628.0,930,3,0,0.0,2.0,0.0,13,0.0,0.0,1,0.0,0,0,0,1,42,42,6,0,0,0,1,1,0,1,0,0.0,0.0,0,0,0
146,131590,368,1611,1816,2044.0,1016,0,1,0.0,0.0,0.0,295,18.0,0.972972972972973,6,5.2,6,0,0,0,0,26,1,1,0,0,0,6,0,12,95,0.0,8.636363636363637,0,0,72
147,131590,368,1611,1816,2044.0,1016,0,1,0.0,0.0,0.0,295,18.0,0.972972972972973,6,5.2,6,0,0,0,0,26,6,5,0,0,0,6,0,12,95,0.0,8.636363636363637,0,0,72
148,131590,368,1611,1816,2044.0,1111,0,1,0.0,0.0,0.0,295,18.0,0.972972972972973,6,5.2,6,0,0,0,0,26,1,1,0,0,0,6,0,12,95,0.0,8.636363636363637,0,0,72
149,131590,368,1611,1816,2044.0,1111,0,1,0.0,0.0,0.0,295,18.0,0.972972972972973,6,5.2,6,0,0,0,0,26,6,5,0,0,0,6,0,12,95,0.0,8.636363636363637,0,0,72
158,134023,424,662,3432,5093.0,1109,0,1,0.3333333333333333,6.0,0.0,254,0.0,1.08,5,1.25,3,0,1,1,0,5,1,0,0,0,1,5,20,20,5,1.0,0.10526315789473684,4,20,60
159,134023,424,662,3432,5093.0,1109,0,1,0.3333333333333333,6.0,0.0,254,0.0,1.08,5,1.25,3,0,1,1,0,5,4,2,0,0,0,5,20,20,5,1.0,0.10526315789473684,4,20,60
160,134023,424,662,3432,5093.0,1109,0,1,0.3333333333333333,6.0,0.0,254,0.0,1.08,5,1.25,3,0,1,1,0,5,5,1,0,0,0,5,20,20,5,1.0,0.10526315789473684,4,20,60
161,134023,424,662,3432,5093.0,1109,0,1,0.3333333333333333,6.0,0.0,254,0.0,1.08,5,1.25,3,0,1,1,0,5,6,0,0,1,0,5,20,20,5,1.0,0.10526315789473684,4,20,60
166,134023,424,662,3432,5093.0,1110,0,1,0.3333333333333333,6.0,0.0,254,0.0,1.08,5,1.25,3,0,1,1,0,5,1,0,0,0,1,5,20,20,5,1.0,0.10526315789473684,4,20,60
167,134023,424,662,3432,5093.0,1110,0,1,0.3333333333333333,6.0,0.0,254,0.0,1.08,5,1.25,3,0,1,1,0,5,4,2,0,0,0,5,20,20,5,1.0,0.10526315789473684,4,20,60
